0.3000 1.5527702635739 0
0.3220 1.5458699289209 0
0.3440 1.5404466868331 0
0.3660 1.536090527917 0
0.3880 1.53252773217 0
0.4100 1.529568767224 0
0.4320 1.5270784291406 0
0.4540 1.5249578457324 0
0.4760 1.5231331738499 0
0.4980 1.5215482528369 0
0.5200 1.5201596882463 0
0.5420 1.5189334783109 0
0.5640 1.5178426478869 0
0.5860 1.516865556749 0
0.6080 1.5159846691816 0
0.6300 1.5151856452759 0
0.6520 1.5144566604975 0
0.6740 1.513787889767 0
0.6960 1.5131711117948 0
0.7180 1.5125994024544 0
0.7400 1.5120668948646 0
0.7620 1.5115685899969 0
0.7840 1.5111002059336 0
0.8060 1.5106580569705 0
0.8280 1.5102389559626 0
0.8500 1.5098401349174 0
0.8720 1.5094591800239 0
0.8940 1.5090939781792 0
0.9160 1.5087426727363 0
0.9380 1.5084036266923 0
0.9600 1.5080753919142 0
0.9820 1.5077566832938 0
1.004 1.5074463569456 0
1.026 1.5071433917383 0
1.048 1.5068468735887 0
1.070 1.5065559820529 0
1.092 1.5062699788386 0
1.114 1.5059881979287 0
1.136 1.5057100370628 0
1.158 1.5054349503657 0
1.180 1.5051624419507 0
1.202 1.5048920603512 0
1.224 1.504623393661 0
1.246 1.5043560652815 0
1.268 1.5040897301904 0
1.290 1.5038240716592 0
1.312 1.5035587983604 0
1.334 1.5032936418104 0
1.356 1.5030283541053 0
1.378 1.502762705911 0
1.400 1.5024964846769 0
1.422 1.5022294930427 0
1.444 1.5019615474168 0
1.466 1.5016924767046 0
1.488 1.5014221211688 0
1.510 1.5011503314064 0
1.532 1.5008769674285 0
1.554 1.5006018978322 0
1.576 1.5003249990526 0
1.598 1.5000461546874 0
1.620 1.4997652548858 0
1.642 1.4994821957943 0
1.664 1.4991968790539 0
1.686 1.4989092113428 0
1.708 1.4986191039608 0
1.730 1.4983264724496 0
1.752 1.4980312362468 0
1.774 1.49773331837 0
1.796 1.4974326451267 0
1.818 1.4971291458495 0
1.840 1.4968227526526 0
1.862 1.4965134002084 0
1.884 1.4962010255422 0
1.906 1.4958855678422 0
1.928 1.495566968286 0
1.950 1.4952451698788 0
1.972 1.4949201173049 0
1.994 1.4945917567902 0
2.016 1.4942600359742 0
2.038 1.4939249037922 0
2.060 1.4935863103651 0
2.082 1.4932442068978 0
2.104 1.4928985455839 0
2.126 1.492549279517 0
2.148 1.4921963626087 0
2.170 1.491839749511 0
2.192 1.4914793955446 0
2.214 1.4911152566309 0
2.236 1.4907472892292 0
2.258 1.4903754502768 0
2.280 1.4899996971337 0
2.302 1.4896199875296 0
2.324 1.4892362795147 0
2.346 1.4888485314127 0
2.368 1.4884567017771 0
2.390 1.4880607493487 0
2.412 1.4876606330169 0
2.434 1.4872563117813 0
2.456 1.4868477447166 0
2.478 1.4864348909385 0
2.500 1.486017709571 0
