0.38 1.1 10
0.381 1.1 10
0.382 1.1 10
0.383 1.1 10
0.384 1.1 10
0.385 1.1 10
0.386 1.1 10
0.387 1.1 10
0.388 1.1 10
0.389 1.1 10
0.39 1.1 10
0.391 1.1 10
0.392 1.1 10
0.393 1.1 10
0.394 1.1 10
0.395 1.1 10
0.396 1.1 10
0.397 1.1 10
0.398 1.1 10
0.399 1.1 10
0.4 1.1 10
0.401 1.1 10
0.402 1.1 10
0.403 1.1 10
0.404 1.1 10
0.405 1.1 10
0.406 1.1 10
0.407 1.1 10
0.408 1.1 10
0.409 1.1 10
0.41 1.1 10
0.411 1.1 10
0.412 1.1 10
0.413 1.1 10
0.414 1.1 10
0.415 1.1 10
0.416 1.1 10
0.417 1.1 10
0.418 1.1 10
0.419 1.1 10
0.42 1.1 10
0.421 1.1 10
0.422 1.1 10
0.423 1.1 10
0.424 1.1 10
0.425 1.1 10
0.426 1.1 10
0.427 1.1 10
0.428 1.1 10
0.429 1.1 10
0.43 1.1 10
0.431 1.1 10
0.432 1.1 10
0.433 1.1 10
0.434 1.1 10
0.435 1.1 10
0.436 1.1 10
0.437 1.1 10
0.438 1.1 10
0.439 1.1 10
0.44 1.1 10
0.441 1.1 10
0.442 1.1 10
0.443 1.1 10
0.444 1.1 10
0.445 1.1 10
0.446 1.1 10
0.447 1.1 10
0.448 1.1 10
0.449 1.1 10
0.45 1.1 10
0.451 1.1 10
0.452 1.1 10
0.453 1.1 10
0.454 1.1 10
0.455 1.1 10
0.456 1.1 10
0.457 1.1 10
0.458 1.1 10
0.459 1.1 10
0.46 1.1 10
0.461 1.1 10
0.462 1.1 10
0.463 1.1 10
0.464 1.1 10
0.465 1.1 10
0.466 1.1 10
0.467 1.1 10
0.468 1.1 10
0.469 1.1 10
0.47 1.1 10
0.471 1.1 10
0.472 1.1 10
0.473 1.1 10
0.474 1.1 10
0.475 1.1 10
0.476 1.1 10
0.477 1.1 10
0.478 1.1 10
0.479 1.1 10
0.48 1.1 10
0.481 1.1 10
0.482 1.1 10
0.483 1.1 10
0.484 1.1 10
0.485 1.1 10
0.486 1.1 10
0.487 1.1 10
0.488 1.1 10
0.489 1.1 10
0.49 1.1 10
0.491 1.1 10
0.492 1.1 10
0.493 1.1 10
0.494 1.1 10
0.495 1.1 10
0.496 1.1 10
0.497 1.1 10
0.498 1.1 10
0.499 1.1 10
0.5 0.01 0
0.501 0.01 0
0.502 0.01 0
0.503 0.01 0
0.504 0.01 0
0.505 0.01 0
0.506 0.01 0
0.507 0.01 0
0.508 0.01 0
0.509 0.01 0
0.51 0.01 0
0.511 0.01 0
0.512 0.01 0
0.513 0.01 0
0.514 0.01 0
0.515 0.01 0
0.516 0.01 0
0.517 0.01 0
0.518 0.01 0
0.519 0.01 0
0.52 0.01 0
0.521 0.01 0
0.522 0.01 0
0.523 0.01 0
0.524 0.01 0
0.525 0.01 0
0.526 0.01 0
0.527 0.01 0
0.528 0.01 0
0.529 0.01 0
0.53 0.01 0
0.531 0.01 0
0.532 0.01 0
0.533 0.01 0
0.534 0.01 0
0.535 0.01 0
0.536 0.01 0
0.537 0.01 0
0.538 0.01 0
0.539 0.01 0
0.54 0.01 0
0.541 0.01 0
0.542 0.01 0
0.543 0.01 0
0.544 0.01 0
0.545 0.01 0
0.546 0.01 0
0.547 0.01 0
0.548 0.01 0
0.549 0.01 0
0.55 0.01 0
0.551 0.01 0
0.552 0.01 0
0.553 0.01 0
0.554 0.01 0
0.555 0.01 0
0.556 0.01 0
0.557 0.01 0
0.558 0.01 0
0.559 0.01 0
0.56 0.01 0
0.561 0.01 0
0.562 0.01 0
0.563 0.01 0
0.564 0.01 0
0.565 0.01 0
0.566 0.01 0
0.567 0.01 0
0.568 0.01 0
0.569 0.01 0
0.57 0.01 0
0.571 1.1 10
0.572 1.1 10
0.573 1.1 10
0.574 1.1 10
0.575 1.1 10
0.576 1.1 10
0.577 1.1 10
0.578 1.1 10
0.579 1.1 10
0.58 1.1 10
0.581 1.1 10
0.582 1.1 10
0.583 1.1 10
0.584 1.1 10
0.585 1.1 10
0.586 1.1 10
0.587 1.1 10
0.588 1.1 10
0.589 1.1 10
0.59 1.1 10
0.591 1.1 10
0.592 1.1 10
0.593 1.1 10
0.594 1.1 10
0.595 1.1 10
0.596 1.1 10
0.597 1.1 10
0.598 1.1 10
0.599 1.1 10
0.6 1.1 10
0.601 1.1 10
0.602 1.1 10
0.603 1.1 10
0.604 1.1 10
0.605 1.1 10
0.606 1.1 10
0.607 1.1 10
0.608 1.1 10
0.609 1.1 10
0.61 1.1 10
0.611 1.1 10
0.612 1.1 10
0.613 1.1 10
0.614 1.1 10
0.615 1.1 10
0.616 1.1 10
0.617 1.1 10
0.618 1.1 10
0.619 1.1 10
0.62 1.1 10
0.621 1.1 10
0.622 1.1 10
0.623 1.1 10
0.624 1.1 10
0.625 1.1 10
0.626 1.1 10
0.627 1.1 10
0.628 1.1 10
0.629 1.1 10
0.63 1.1 10
0.631 1.1 10
0.632 1.1 10
0.633 1.1 10
0.634 1.1 10
0.635 1.1 10
0.636 1.1 10
0.637 1.1 10
0.638 1.1 10
0.639 1.1 10
0.64 1.1 10
0.641 1.1 10
0.642 1.1 10
0.643 1.1 10
0.644 1.1 10
0.645 1.1 10
0.646 1.1 10
0.647 1.1 10
0.648 1.1 10
0.649 1.1 10
0.65 1.1 10
0.651 1.1 10
0.652 1.1 10
0.653 1.1 10
0.654 1.1 10
0.655 1.1 10
0.656 1.1 10
